,federal_district,city,geo_lat,geo_lon
454,Центральный,Щигры,51.878601399999994,36.8910945
455,Северо-Западный,Бокситогорск,59.4734797,33.845688
456,Северо-Западный,Волосово,59.44454079999999,29.4923355
457,Северо-Западный,Волхов,59.9005958,32.3520756
458,Северо-Западный,Всеволожск,60.01912779999999,30.6456718
459,Северо-Западный,Выборг,60.7130801,28.7328336
460,Северо-Западный,Высоцк,60.6296236,28.570931400000003
461,Северо-Западный,Гатчина,59.565236999999996,30.128247299999998
462,Северо-Западный,Ивангород,59.37661189999999,28.223165899999998
463,Северо-Западный,Каменногорск,60.950855000000004,29.1308372
464,Северо-Западный,Кингисепп,59.374043500000006,28.611244399999997
465,Северо-Западный,Кириши,59.47428620000001,32.0624947
466,Северо-Западный,Кировск,59.8754216,30.981364000000003
467,Северо-Западный,Коммунар,59.62151329999999,30.3934125
468,Северо-Западный,Кудрово,59.9075226,30.512100800000002
469,Северо-Западный,Лодейное Поле,60.7320936,33.5521022
470,Северо-Западный,Луга,58.737403099999995,29.8465776
471,Северо-Западный,Любань,59.34938470000001,31.248480100000002
472,Северо-Западный,Мурино,60.044862,30.4571456
473,Северо-Западный,Никольское,59.7043309,30.7874571
474,Северо-Западный,Новая Ладога,60.1100135,32.3141203
475,Северо-Западный,Отрадное,59.7726848,30.798855699999997
476,Северо-Западный,Пикалево,59.5132022,34.177277600000004
477,Северо-Западный,Подпорожье,60.9127549,34.1567664
478,Северо-Западный,Приморск,60.3660209,28.613577199999998
479,Северо-Западный,Приозерск,61.033089600000004,30.158785100000003
480,Северо-Западный,Светогорск,61.1111282,28.8725865
481,Северо-Западный,Сертолово,60.144693200000006,30.209591800000002
482,Северо-Западный,Сланцы,59.117818500000006,28.088147499999998
483,Северо-Западный,Сосновый Бор,59.8772884,29.1291619
484,Северо-Западный,Сясьстрой,60.14017389999999,32.5601559
485,Северо-Западный,Тихвин,59.6272904,33.507273100000006
486,Северо-Западный,Тосно,59.5407098,30.877812
487,Северо-Западный,Шлиссельбург,59.9443714,31.0333365
488,Центральный,Грязи,52.48740970000001,39.933114200000006
489,Центральный,Данков,53.2577411,39.145618400000004
490,Центральный,Елец,52.6152411,38.5289342
491,Центральный,Задонск,52.4004179,38.9205032
492,Центральный,Лебедянь,53.01561170000001,39.143536
493,Центральный,Липецк,52.610248999999996,39.5947883
494,Центральный,Усмань,52.0442648,39.726401
495,Центральный,Чаплыгин,53.240480000000005,39.9670973
496,Дальневосточный,Магадан,59.568133200000005,150.80849560000001
497,Дальневосточный,Сусуман,62.7805882,148.1540281
498,Приволжский,Волжск,55.862315599999995,48.371508299999995
499,Приволжский,Звенигово,55.9738571,48.0170245
